,user_id,week,creation_source,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,visited,adopted_user
1726,2383,23,SIGNUP_GOOGLE_AUTH,0,0,278,1,No
1727,2385,44,ORG_INVITE,1,0,30,1,No
1728,2387,2,SIGNUP,0,0,70,1,No
1729,2388,36,ORG_INVITE,0,0,291,1,No
1730,2390,22,GUEST_INVITE,1,0,320,127,yes
1731,2391,17,SIGNUP,0,0,404,1,No
1732,2393,31,SIGNUP,1,1,351,1,No
1733,2394,7,SIGNUP,1,0,207,1,No
1734,2396,22,ORG_INVITE,1,0,57,1,No
1735,2398,15,ORG_INVITE,0,0,293,2,No
1736,2399,23,GUEST_INVITE,1,0,50,52,yes
1737,2400,22,ORG_INVITE,1,0,388,23,yes
1738,2401,24,SIGNUP,1,0,33,1,No
1739,2402,3,GUEST_INVITE,0,0,106,1,No
1740,2403,6,ORG_INVITE,0,0,214,4,yes
1741,2404,15,ORG_INVITE,0,0,11,1,No
1742,2406,21,SIGNUP_GOOGLE_AUTH,0,0,134,96,yes
1743,2407,14,ORG_INVITE,0,0,210,1,No
1744,2408,7,ORG_INVITE,0,0,96,1,No
1745,2409,49,SIGNUP_GOOGLE_AUTH,0,0,99,1,No
1746,2410,19,ORG_INVITE,0,0,305,2,No
1747,2412,47,SIGNUP_GOOGLE_AUTH,0,0,32,1,No
1748,2413,48,SIGNUP,0,0,0,1,No
1749,2414,45,ORG_INVITE,0,0,404,2,No
1750,2415,30,SIGNUP_GOOGLE_AUTH,0,0,1,2,No
1751,2416,6,SIGNUP_GOOGLE_AUTH,0,0,192,1,No
1752,2417,22,ORG_INVITE,0,0,78,1,No
1753,2418,16,ORG_INVITE,0,0,20,1,No
1754,2419,50,ORG_INVITE,0,0,308,1,No
1755,2420,8,SIGNUP,0,0,176,1,No
1756,2421,21,GUEST_INVITE,0,0,112,4,yes
1757,2422,3,SIGNUP,0,0,18,1,No
1758,2423,26,ORG_INVITE,0,0,12,1,No
1759,2424,18,PERSONAL_PROJECTS,0,0,0,2,No
1760,2425,23,ORG_INVITE,1,0,55,146,yes
1761,2426,16,ORG_INVITE,0,0,5,1,No
1762,2427,43,SIGNUP_GOOGLE_AUTH,1,0,163,1,No
1763,2428,20,ORG_INVITE,0,0,359,1,No
1764,2430,49,ORG_INVITE,0,0,297,1,No
1765,2431,29,ORG_INVITE,0,0,232,1,No
1766,2432,41,ORG_INVITE,0,0,20,1,No
1767,2433,21,SIGNUP_GOOGLE_AUTH,1,0,408,1,No
1768,2434,43,ORG_INVITE,0,0,262,2,No
1769,2435,22,SIGNUP_GOOGLE_AUTH,1,1,178,57,yes
1770,2436,46,SIGNUP,0,0,88,6,yes
1771,2437,5,ORG_INVITE,1,0,299,1,No
1772,2438,22,ORG_INVITE,1,1,44,14,yes
1773,2440,7,ORG_INVITE,0,0,398,1,No
1774,2441,39,ORG_INVITE,1,1,149,1,No
1775,2442,45,ORG_INVITE,0,0,72,1,No
1776,2443,50,ORG_INVITE,0,0,375,1,No
1777,2444,14,SIGNUP_GOOGLE_AUTH,0,0,126,1,No
1778,2445,8,GUEST_INVITE,1,1,406,1,No
1779,2446,35,GUEST_INVITE,0,0,299,1,No
1780,2447,23,SIGNUP,0,0,233,360,yes
1781,2448,49,GUEST_INVITE,0,0,411,1,No
1782,2450,31,ORG_INVITE,1,1,369,2,No
1783,2453,42,SIGNUP_GOOGLE_AUTH,0,0,82,1,No
1784,2454,20,ORG_INVITE,0,0,16,1,No
1785,2455,45,GUEST_INVITE,0,0,186,4,yes
1786,2456,17,ORG_INVITE,0,1,66,1,No
1787,2457,24,PERSONAL_PROJECTS,0,0,288,1,No
1788,2458,9,SIGNUP,0,0,17,1,No
1789,2461,10,GUEST_INVITE,0,0,41,4,yes
1790,2462,31,SIGNUP_GOOGLE_AUTH,0,0,78,1,No
1791,2463,16,ORG_INVITE,1,0,98,1,No
1792,2464,10,SIGNUP_GOOGLE_AUTH,1,0,243,1,No
1793,2466,16,SIGNUP,0,0,133,1,No
1794,2468,36,ORG_INVITE,0,0,27,1,No
1795,2469,47,ORG_INVITE,0,0,255,1,No
1796,2471,42,SIGNUP_GOOGLE_AUTH,0,0,76,1,No
1797,2472,37,ORG_INVITE,0,0,250,1,No
1798,2473,19,ORG_INVITE,0,0,4,1,No
1799,2474,23,GUEST_INVITE,0,0,392,538,yes
1800,2475,2,SIGNUP,1,1,85,1,No
1801,2476,8,SIGNUP_GOOGLE_AUTH,0,0,67,1,No
1802,2477,25,SIGNUP_GOOGLE_AUTH,0,0,16,1,No
1803,2478,9,SIGNUP,0,0,380,1,No
1804,2479,15,SIGNUP,0,0,230,1,No
1805,2480,49,PERSONAL_PROJECTS,1,0,353,1,No
1806,2481,23,GUEST_INVITE,0,0,415,70,yes
1807,2482,29,SIGNUP_GOOGLE_AUTH,0,0,17,1,No
1808,2484,48,ORG_INVITE,1,0,26,1,No
1809,2488,44,GUEST_INVITE,0,0,203,1,No
1810,2489,14,ORG_INVITE,1,1,59,1,No
1811,2490,23,ORG_INVITE,0,0,385,331,yes
1812,2491,7,ORG_INVITE,0,0,101,1,No
1813,2492,42,PERSONAL_PROJECTS,1,0,364,4,yes
1814,2493,47,SIGNUP_GOOGLE_AUTH,0,0,127,1,No
1815,2494,22,ORG_INVITE,0,0,270,1,No
1816,2495,16,ORG_INVITE,0,0,348,4,yes
1817,2496,34,SIGNUP,0,0,59,1,No
1818,2497,5,GUEST_INVITE,0,0,1,1,No
1819,2498,22,SIGNUP,0,0,168,1,No
1820,2499,41,ORG_INVITE,0,0,324,1,No
1821,2500,13,ORG_INVITE,0,0,2,1,No
1822,2502,23,SIGNUP,0,0,161,212,yes
1823,2503,10,PERSONAL_PROJECTS,0,0,361,1,No
1824,2506,11,SIGNUP_GOOGLE_AUTH,0,0,64,1,No
1825,2508,42,GUEST_INVITE,0,0,3,1,No
1826,2509,31,SIGNUP_GOOGLE_AUTH,1,1,59,1,No
1827,2510,13,PERSONAL_PROJECTS,0,1,318,1,No
1828,2513,18,ORG_INVITE,1,1,109,1,No
1829,2514,51,ORG_INVITE,1,1,284,1,No
1830,2515,50,ORG_INVITE,1,1,275,1,No
1831,2516,44,SIGNUP,0,0,359,4,yes
1832,2517,29,SIGNUP,0,1,346,1,No
1833,2518,12,PERSONAL_PROJECTS,1,0,6,1,No
1834,2519,23,SIGNUP_GOOGLE_AUTH,1,0,235,511,yes
1835,2521,19,GUEST_INVITE,0,0,390,1,No
1836,2524,22,ORG_INVITE,0,0,252,1,No
1837,2527,25,PERSONAL_PROJECTS,0,0,57,1,No
1838,2530,13,ORG_INVITE,1,0,18,1,No
1839,2531,32,ORG_INVITE,0,0,320,1,No
1840,2532,14,ORG_INVITE,0,0,121,5,yes
1841,2533,50,ORG_INVITE,1,0,17,1,No
1842,2534,14,ORG_INVITE,0,0,286,1,No
1843,2535,43,GUEST_INVITE,0,0,26,1,No
1844,2536,22,SIGNUP,0,0,24,6,yes
1845,2537,42,GUEST_INVITE,1,0,367,1,No
1846,2538,10,PERSONAL_PROJECTS,0,0,178,1,No
1847,2539,23,SIGNUP_GOOGLE_AUTH,0,0,41,384,yes
1848,2541,47,GUEST_INVITE,0,0,57,1,No
1849,2542,22,SIGNUP,0,0,57,1,No
1850,2543,7,ORG_INVITE,0,0,208,1,No
1851,2544,23,SIGNUP,0,0,287,124,yes
1852,2546,17,SIGNUP,0,0,1,1,No
1853,2547,34,GUEST_INVITE,0,0,135,1,No
1854,2548,22,SIGNUP_GOOGLE_AUTH,0,0,40,219,yes
1855,2549,4,GUEST_INVITE,0,0,6,1,No
1856,2551,2,ORG_INVITE,0,0,0,1,No
1857,2552,10,ORG_INVITE,0,0,30,1,No
1858,2553,18,ORG_INVITE,1,1,71,1,No
1859,2554,49,GUEST_INVITE,1,0,132,1,No
1860,2555,25,ORG_INVITE,0,0,192,1,No
1861,2557,22,GUEST_INVITE,0,0,278,263,yes
1862,2559,37,SIGNUP_GOOGLE_AUTH,0,0,132,1,No
1863,2561,21,SIGNUP_GOOGLE_AUTH,1,1,173,1,No
1864,2562,32,PERSONAL_PROJECTS,0,0,2,1,No
1865,2563,2,PERSONAL_PROJECTS,1,1,318,1,No
1866,2566,23,SIGNUP,0,0,166,232,yes
1867,2567,45,SIGNUP_GOOGLE_AUTH,0,0,0,1,No
1868,2568,22,SIGNUP,0,0,314,447,yes
1869,2569,23,SIGNUP,0,0,9,9,yes
1870,2570,46,SIGNUP,0,0,179,8,yes
1871,2571,23,GUEST_INVITE,0,0,1,173,yes
1872,2575,51,PERSONAL_PROJECTS,0,0,355,1,No
1873,2577,10,GUEST_INVITE,0,0,126,3,yes
1874,2578,52,ORG_INVITE,1,1,16,1,No
1875,2579,31,ORG_INVITE,0,0,36,1,No
1876,2582,25,GUEST_INVITE,0,0,134,1,No
1877,2583,39,ORG_INVITE,0,0,77,15,yes
1878,2586,35,SIGNUP,0,0,63,1,No
1879,2587,22,GUEST_INVITE,1,1,31,96,yes
1880,2588,16,SIGNUP_GOOGLE_AUTH,0,0,362,1,No
1881,2589,14,GUEST_INVITE,0,0,368,1,No
1882,2590,21,GUEST_INVITE,0,0,186,15,yes
1883,2592,5,SIGNUP_GOOGLE_AUTH,0,0,7,1,No
1884,2596,40,GUEST_INVITE,0,0,10,1,No
1885,2597,2,ORG_INVITE,0,0,321,1,No
1886,2598,43,GUEST_INVITE,1,0,11,1,No
1887,2599,20,GUEST_INVITE,0,0,97,1,No
1888,2600,5,SIGNUP_GOOGLE_AUTH,1,1,18,2,No
1889,2601,4,SIGNUP,1,0,277,3,yes
1890,2602,23,GUEST_INVITE,0,0,1,2,No
1891,2603,14,ORG_INVITE,0,0,0,2,No
1892,2604,22,GUEST_INVITE,0,0,162,115,yes
1893,2605,51,ORG_INVITE,1,1,1,1,No
1894,2607,22,SIGNUP_GOOGLE_AUTH,0,0,16,1,No
1895,2608,34,ORG_INVITE,0,0,86,1,No
1896,2609,49,GUEST_INVITE,0,0,259,1,No
1897,2610,5,ORG_INVITE,0,0,5,26,yes
1898,2611,40,SIGNUP,0,0,19,1,No
1899,2612,12,ORG_INVITE,0,0,38,1,No
1900,2614,9,ORG_INVITE,0,0,25,1,No
1901,2615,20,SIGNUP,1,0,143,8,yes
1902,2616,1,SIGNUP_GOOGLE_AUTH,0,0,113,1,No
1903,2618,6,SIGNUP,0,0,415,6,yes
1904,2619,18,ORG_INVITE,0,0,16,1,No
1905,2620,23,GUEST_INVITE,0,0,337,438,yes
1906,2621,29,ORG_INVITE,1,0,150,1,No
1907,2622,21,SIGNUP,1,1,370,471,yes
1908,2623,47,ORG_INVITE,1,1,414,1,No
1909,2624,4,SIGNUP,1,1,309,3,yes
1910,2625,11,SIGNUP,0,0,26,1,No
1911,2626,16,SIGNUP,0,0,296,10,yes
1912,2627,21,GUEST_INVITE,0,0,24,1,No
1913,2628,24,ORG_INVITE,0,0,0,1,No
1914,2629,48,SIGNUP,1,0,9,1,No
1915,2630,39,SIGNUP,0,1,15,2,No
1916,2632,28,SIGNUP,0,0,363,1,No
1917,2633,15,SIGNUP,0,0,236,1,No
1918,2634,12,GUEST_INVITE,0,0,35,1,No
1919,2636,39,SIGNUP,0,0,270,7,yes
1920,2638,2,SIGNUP,0,0,350,1,No
1921,2639,19,GUEST_INVITE,0,0,228,1,No
1922,2641,23,SIGNUP,0,0,238,48,yes
1923,2644,44,SIGNUP,1,0,203,1,No
1924,2645,24,ORG_INVITE,0,0,240,5,yes
1925,2646,27,GUEST_INVITE,1,1,5,1,No
1926,2647,22,PERSONAL_PROJECTS,0,0,88,105,yes
1927,2648,22,PERSONAL_PROJECTS,0,0,26,1,No
1928,2650,38,SIGNUP_GOOGLE_AUTH,0,0,206,1,No
1929,2651,15,ORG_INVITE,0,0,47,1,No
1930,2652,46,SIGNUP,0,0,153,2,No
1931,2654,50,GUEST_INVITE,0,0,364,1,No
1932,2656,5,ORG_INVITE,0,0,201,1,No
1933,2657,32,GUEST_INVITE,0,0,4,1,No
1934,2658,23,ORG_INVITE,0,1,224,526,yes
1935,2659,49,PERSONAL_PROJECTS,0,0,8,1,No
1936,2660,12,GUEST_INVITE,1,1,122,1,No
1937,2661,50,ORG_INVITE,0,0,361,1,No
1938,2663,13,SIGNUP_GOOGLE_AUTH,1,1,271,1,No
1939,2664,20,SIGNUP,0,0,27,1,No
1940,2665,42,ORG_INVITE,0,0,107,1,No
1941,2667,11,SIGNUP,0,0,127,1,No
1942,2668,47,ORG_INVITE,1,1,76,1,No
1943,2669,6,ORG_INVITE,0,0,9,1,No
1944,2670,6,ORG_INVITE,0,0,139,1,No
1945,2671,14,SIGNUP_GOOGLE_AUTH,0,0,347,1,No
1946,2672,22,ORG_INVITE,1,0,82,309,yes
1947,2673,3,GUEST_INVITE,1,0,183,1,No
1948,2674,2,GUEST_INVITE,0,0,40,1,No
1949,2676,9,ORG_INVITE,0,0,176,1,No
1950,2677,22,ORG_INVITE,0,0,12,1,No
1951,2681,23,ORG_INVITE,0,0,210,31,yes
1952,2682,9,SIGNUP,0,0,350,1,No
1953,2684,5,SIGNUP,1,0,75,1,No
1954,2687,20,PERSONAL_PROJECTS,0,0,53,1,No
1955,2691,9,ORG_INVITE,0,0,270,1,No
1956,2692,36,ORG_INVITE,0,0,29,1,No
1957,2693,12,ORG_INVITE,0,0,10,1,No
1958,2694,18,ORG_INVITE,1,1,325,1,No
1959,2695,19,PERSONAL_PROJECTS,0,0,1,1,No
1960,2699,46,SIGNUP_GOOGLE_AUTH,0,0,26,1,No
1961,2700,43,GUEST_INVITE,0,0,102,1,No
1962,2701,40,SIGNUP_GOOGLE_AUTH,0,0,51,1,No
1963,2703,38,SIGNUP_GOOGLE_AUTH,0,0,46,1,No
1964,2705,3,ORG_INVITE,0,0,41,1,No
1965,2706,21,ORG_INVITE,0,0,107,1,No
1966,2707,11,GUEST_INVITE,1,0,15,1,No
1967,2710,42,ORG_INVITE,0,0,2,1,No
1968,2711,21,SIGNUP,0,0,37,1,No
1969,2712,46,SIGNUP,0,0,30,1,No
1970,2713,22,SIGNUP,0,0,96,129,yes
1971,2714,28,SIGNUP_GOOGLE_AUTH,0,0,125,3,yes
1972,2718,31,ORG_INVITE,0,0,90,2,No
1973,2719,9,ORG_INVITE,0,0,96,1,No
1974,2720,18,SIGNUP_GOOGLE_AUTH,0,0,62,1,No
1975,2721,2,SIGNUP_GOOGLE_AUTH,1,0,14,1,No
1976,2722,1,ORG_INVITE,0,0,259,2,No
1977,2723,21,SIGNUP,0,0,93,333,yes
1978,2724,22,GUEST_INVITE,0,0,261,14,yes
1979,2725,6,ORG_INVITE,1,0,184,1,No
1980,2727,22,ORG_INVITE,0,0,208,139,yes
1981,2728,21,ORG_INVITE,0,0,210,1,No
1982,2729,22,SIGNUP,1,1,67,1,No
1983,2730,22,ORG_INVITE,0,0,163,1,No
1984,2731,23,PERSONAL_PROJECTS,0,0,340,43,yes
1985,2734,38,PERSONAL_PROJECTS,0,0,368,1,No
1986,2735,19,SIGNUP_GOOGLE_AUTH,0,0,14,1,No
1987,2738,12,SIGNUP_GOOGLE_AUTH,0,0,67,1,No
1988,2739,23,SIGNUP,0,0,11,404,yes
1989,2740,10,GUEST_INVITE,0,0,111,1,No
1990,2741,32,SIGNUP_GOOGLE_AUTH,0,0,169,1,No
1991,2742,5,SIGNUP_GOOGLE_AUTH,0,0,15,1,No
1992,2743,4,SIGNUP_GOOGLE_AUTH,1,1,44,1,No
1993,2744,22,PERSONAL_PROJECTS,1,0,179,295,yes
1994,2745,45,SIGNUP,0,0,74,1,No
1995,2746,15,PERSONAL_PROJECTS,0,0,121,6,yes
1996,2747,28,SIGNUP_GOOGLE_AUTH,0,0,258,2,No
1997,2748,50,ORG_INVITE,0,0,208,1,No
1998,2750,23,ORG_INVITE,0,0,0,14,yes
1999,2752,41,ORG_INVITE,0,0,31,1,No
2000,2753,47,SIGNUP_GOOGLE_AUTH,0,0,151,1,No
2001,2754,8,ORG_INVITE,0,0,179,1,No
2002,2755,32,GUEST_INVITE,1,0,0,1,No
2003,2756,49,SIGNUP,1,0,86,1,No
2004,2759,51,SIGNUP_GOOGLE_AUTH,0,0,8,1,No
2005,2760,37,ORG_INVITE,0,0,184,2,No
2006,2762,23,ORG_INVITE,0,0,136,69,yes
2007,2763,20,GUEST_INVITE,1,1,95,1,No
2008,2764,36,SIGNUP,0,0,5,1,No
2009,2765,27,GUEST_INVITE,1,1,334,1,No
2010,2766,6,SIGNUP,0,0,63,1,No
2011,2767,19,SIGNUP,1,1,20,1,No
2012,2768,16,GUEST_INVITE,0,0,60,1,No
2013,2771,21,GUEST_INVITE,1,0,320,470,yes
2014,2772,22,GUEST_INVITE,1,0,21,1,No
2015,2774,27,PERSONAL_PROJECTS,0,0,43,1,No
2016,2775,5,ORG_INVITE,0,1,238,1,No
2017,2776,44,ORG_INVITE,0,0,24,7,yes
2018,2777,22,GUEST_INVITE,0,1,208,1,No
2019,2778,27,PERSONAL_PROJECTS,0,0,10,1,No
2020,2779,41,SIGNUP_GOOGLE_AUTH,0,0,140,1,No
2021,2781,22,ORG_INVITE,0,0,360,1,No
2022,2782,5,SIGNUP,0,0,78,3,yes
2023,2783,25,GUEST_INVITE,0,0,211,1,No
2024,2785,14,GUEST_INVITE,1,1,261,1,No
2025,2786,13,SIGNUP,0,0,16,2,No
2026,2787,48,ORG_INVITE,0,0,6,30,yes
2027,2788,17,ORG_INVITE,1,1,199,1,No
2028,2789,34,ORG_INVITE,0,0,35,1,No
2029,2790,19,ORG_INVITE,0,0,13,1,No
2030,2791,13,SIGNUP,0,0,256,1,No
2031,2792,17,ORG_INVITE,1,0,241,1,No
2032,2793,35,ORG_INVITE,0,1,192,1,No
2033,2794,40,ORG_INVITE,0,0,217,1,No
2034,2795,24,PERSONAL_PROJECTS,0,0,208,1,No
2035,2796,37,ORG_INVITE,0,0,126,1,No
2036,2797,31,SIGNUP,0,0,358,1,No
2037,2798,18,ORG_INVITE,0,0,404,7,yes
2038,2799,22,ORG_INVITE,0,0,281,1,No
2039,2800,14,ORG_INVITE,0,1,352,1,No
2040,2802,49,ORG_INVITE,0,0,15,1,No
2041,2804,18,ORG_INVITE,0,0,115,1,No
2042,2805,31,SIGNUP_GOOGLE_AUTH,0,0,1,1,No
2043,2807,5,SIGNUP_GOOGLE_AUTH,0,0,233,1,No
2044,2809,23,SIGNUP,0,0,16,102,yes
2045,2810,17,SIGNUP,1,0,276,1,No
2046,2812,9,PERSONAL_PROJECTS,0,0,33,1,No
2047,2814,7,SIGNUP_GOOGLE_AUTH,0,0,411,1,No
2048,2815,46,SIGNUP_GOOGLE_AUTH,1,0,180,1,No
2049,2816,18,ORG_INVITE,0,0,7,1,No
2050,2817,51,PERSONAL_PROJECTS,0,0,404,3,yes
2051,2818,19,SIGNUP_GOOGLE_AUTH,1,1,242,6,yes
2052,2821,46,SIGNUP,0,0,13,1,No
2053,2822,10,SIGNUP,0,0,36,1,No
2054,2824,20,GUEST_INVITE,0,0,63,1,No
2055,2825,1,PERSONAL_PROJECTS,1,0,61,1,No
2056,2826,17,ORG_INVITE,0,0,362,1,No
2057,2827,22,GUEST_INVITE,0,0,155,3,yes
2058,2828,22,ORG_INVITE,1,0,88,1,No
2059,2831,32,SIGNUP_GOOGLE_AUTH,1,0,336,1,No
2060,2832,14,ORG_INVITE,0,0,72,37,yes
2061,2834,19,SIGNUP,0,0,91,1,No
2062,2835,21,SIGNUP,0,0,23,1,No
2063,2836,21,SIGNUP,0,1,387,42,yes
2064,2837,43,ORG_INVITE,1,0,223,1,No
2065,2841,22,ORG_INVITE,0,0,372,77,yes
2066,2843,15,GUEST_INVITE,1,1,93,5,yes
2067,2844,1,GUEST_INVITE,0,0,4,1,No
2068,2845,49,PERSONAL_PROJECTS,0,0,48,1,No
2069,2846,8,GUEST_INVITE,1,0,1,1,No
2070,2847,19,SIGNUP,0,0,29,1,No
2071,2849,13,GUEST_INVITE,0,0,304,1,No
2072,2851,23,ORG_INVITE,0,0,217,52,yes
2073,2852,42,SIGNUP,1,0,73,1,No
2074,2857,49,GUEST_INVITE,1,0,216,6,yes
2075,2858,7,SIGNUP,0,0,17,1,No
2076,2859,23,SIGNUP_GOOGLE_AUTH,0,1,145,47,yes
2077,2860,22,ORG_INVITE,0,0,345,1,No
2078,2861,47,ORG_INVITE,0,0,104,1,No
2079,2862,28,ORG_INVITE,0,0,7,1,No
2080,2863,28,GUEST_INVITE,1,1,54,4,yes
2081,2865,47,GUEST_INVITE,0,0,145,1,No
2082,2866,28,SIGNUP_GOOGLE_AUTH,0,0,280,26,yes
2083,2867,48,ORG_INVITE,0,0,374,1,No
2084,2868,13,GUEST_INVITE,0,0,236,1,No
2085,2870,23,GUEST_INVITE,0,0,235,27,yes
2086,2871,40,SIGNUP_GOOGLE_AUTH,1,1,47,1,No
2087,2872,45,ORG_INVITE,0,0,52,1,No
2088,2873,32,SIGNUP_GOOGLE_AUTH,0,0,247,3,yes
2089,2874,18,ORG_INVITE,0,0,20,1,No
2090,2875,16,SIGNUP,1,0,65,1,No
2091,2877,5,SIGNUP,1,1,87,2,No
2092,2878,34,ORG_INVITE,0,0,36,1,No
2093,2879,6,ORG_INVITE,0,1,354,1,No
2094,2880,16,GUEST_INVITE,0,0,7,1,No
2095,2881,21,ORG_INVITE,0,0,321,286,yes
2096,2882,46,SIGNUP_GOOGLE_AUTH,0,0,81,2,No
2097,2883,43,PERSONAL_PROJECTS,0,0,348,1,No
2098,2884,22,SIGNUP_GOOGLE_AUTH,0,0,17,1,No
2099,2885,7,ORG_INVITE,0,0,85,1,No
2100,2886,36,ORG_INVITE,0,0,47,7,yes
2101,2887,16,ORG_INVITE,0,0,363,30,yes
2102,2889,22,ORG_INVITE,1,0,401,147,yes
2103,2890,15,GUEST_INVITE,0,0,192,6,yes
2104,2891,22,SIGNUP,0,0,30,60,yes
2105,2894,12,ORG_INVITE,1,0,55,1,No
2106,2895,22,GUEST_INVITE,0,0,109,133,yes
2107,2896,32,SIGNUP_GOOGLE_AUTH,0,0,33,1,No
2108,2897,23,SIGNUP_GOOGLE_AUTH,0,0,401,1,No
2109,2900,13,GUEST_INVITE,0,0,379,2,No
2110,2901,15,ORG_INVITE,0,1,197,1,No
2111,2905,45,SIGNUP,1,1,11,1,No
2112,2906,22,GUEST_INVITE,1,1,235,1,No
2113,2907,21,SIGNUP,0,0,7,1,No
2114,2908,46,PERSONAL_PROJECTS,1,0,0,1,No
2115,2909,52,GUEST_INVITE,1,1,53,1,No
2116,2910,21,ORG_INVITE,1,0,37,1,No
2117,2911,44,ORG_INVITE,0,0,61,1,No
2118,2912,12,ORG_INVITE,0,0,24,1,No
2119,2914,21,GUEST_INVITE,1,1,278,1,No
2120,2915,21,GUEST_INVITE,1,0,173,211,yes
2121,2916,14,SIGNUP_GOOGLE_AUTH,0,0,4,1,No
2122,2917,37,ORG_INVITE,0,0,91,2,No
2123,2918,45,PERSONAL_PROJECTS,0,1,100,25,yes
2124,2920,29,SIGNUP_GOOGLE_AUTH,0,0,226,2,No
2125,2921,23,ORG_INVITE,0,0,207,47,yes
2126,2923,3,ORG_INVITE,1,0,278,1,No
2127,2924,6,ORG_INVITE,0,0,316,1,No
2128,2925,24,GUEST_INVITE,0,0,47,4,yes
2129,2926,4,ORG_INVITE,0,0,123,1,No
2130,2927,30,SIGNUP_GOOGLE_AUTH,1,1,18,1,No
2131,2929,8,SIGNUP,0,0,349,1,No
2132,2931,21,SIGNUP,0,1,98,136,yes
2133,2932,43,GUEST_INVITE,1,0,346,1,No
2134,2933,21,GUEST_INVITE,0,0,198,2,No
2135,2934,52,SIGNUP,1,1,34,1,No
2136,2935,15,SIGNUP,1,1,394,1,No
2137,2936,16,PERSONAL_PROJECTS,0,0,324,1,No
2138,2937,51,ORG_INVITE,0,0,79,1,No
2139,2939,23,SIGNUP,1,0,7,180,yes
2140,2940,23,SIGNUP,1,1,102,4,yes
2141,2941,35,SIGNUP_GOOGLE_AUTH,0,1,50,1,No
2142,2942,10,GUEST_INVITE,0,0,52,1,No
2143,2943,52,GUEST_INVITE,1,1,283,1,No
2144,2944,19,SIGNUP,0,0,40,1,No
2145,2945,22,SIGNUP_GOOGLE_AUTH,0,0,261,12,yes
2146,2946,14,ORG_INVITE,1,1,3,20,yes
2147,2947,39,SIGNUP,1,0,140,1,No
2148,2948,23,ORG_INVITE,1,0,190,56,yes
2149,2949,21,GUEST_INVITE,0,1,158,5,yes
2150,2950,19,GUEST_INVITE,0,0,2,1,No
2151,2951,50,GUEST_INVITE,1,0,100,1,No
2152,2952,23,SIGNUP,0,0,341,30,yes
2153,2954,35,SIGNUP,0,0,15,1,No
2154,2955,26,ORG_INVITE,1,0,247,1,No
2155,2958,27,ORG_INVITE,0,1,36,1,No
2156,2959,27,SIGNUP,1,1,371,1,No
2157,2961,22,SIGNUP_GOOGLE_AUTH,1,1,44,5,yes
2158,2962,26,SIGNUP,0,0,116,1,No
2159,2963,16,PERSONAL_PROJECTS,1,0,280,1,No
2160,2964,22,PERSONAL_PROJECTS,0,0,39,1,No
2161,2965,44,SIGNUP_GOOGLE_AUTH,0,0,47,1,No
2162,2966,48,SIGNUP_GOOGLE_AUTH,1,1,19,1,No
2163,2967,30,ORG_INVITE,0,0,49,1,No
2164,2968,37,ORG_INVITE,0,1,2,1,No
2165,2969,20,PERSONAL_PROJECTS,0,0,21,22,yes
2166,2970,51,SIGNUP,1,1,84,1,No
2167,2972,45,PERSONAL_PROJECTS,1,0,119,1,No
2168,2973,25,GUEST_INVITE,0,0,324,3,yes
2169,2974,23,ORG_INVITE,0,0,24,78,yes
2170,2975,22,ORG_INVITE,1,1,16,1,No
2171,2976,16,ORG_INVITE,0,0,57,1,No
2172,2977,18,ORG_INVITE,1,0,72,1,No
2173,2978,25,GUEST_INVITE,0,0,17,1,No
2174,2979,23,SIGNUP_GOOGLE_AUTH,1,1,15,60,yes
2175,2980,6,PERSONAL_PROJECTS,1,1,7,1,No
2176,2981,10,ORG_INVITE,1,0,5,1,No
2177,2984,43,PERSONAL_PROJECTS,0,0,97,1,No
2178,2985,50,GUEST_INVITE,0,0,118,1,No
2179,2986,25,ORG_INVITE,1,1,149,1,No
2180,2987,48,SIGNUP_GOOGLE_AUTH,0,0,46,1,No
2181,2988,12,SIGNUP,1,1,17,1,No
2182,2989,22,GUEST_INVITE,0,0,36,1,No
2183,2990,44,ORG_INVITE,0,0,407,1,No
2184,2991,9,ORG_INVITE,0,0,115,1,No
2185,2992,48,SIGNUP_GOOGLE_AUTH,0,0,151,1,No
2186,2993,22,PERSONAL_PROJECTS,0,0,366,89,yes
2187,2994,26,ORG_INVITE,1,0,7,1,No
2188,2995,40,SIGNUP,0,0,67,1,No
2189,2997,19,ORG_INVITE,0,0,323,1,No
2190,2998,29,SIGNUP_GOOGLE_AUTH,0,0,218,3,yes
2191,2999,5,GUEST_INVITE,1,0,136,1,No
2192,3001,21,SIGNUP,1,0,390,1,No
2193,3002,39,SIGNUP_GOOGLE_AUTH,0,0,191,1,No
2194,3004,49,PERSONAL_PROJECTS,0,1,14,1,No
2195,3005,39,SIGNUP,0,0,17,1,No
2196,3006,49,ORG_INVITE,0,0,62,1,No
2197,3007,5,SIGNUP_GOOGLE_AUTH,0,0,0,1,No
2198,3008,40,SIGNUP_GOOGLE_AUTH,0,0,12,1,No
2199,3009,40,SIGNUP,0,0,271,3,yes
2200,3012,11,ORG_INVITE,1,1,227,1,No
2201,3013,50,PERSONAL_PROJECTS,0,0,20,1,No
2202,3014,22,ORG_INVITE,0,0,291,9,yes
2203,3015,16,PERSONAL_PROJECTS,0,0,86,1,No
2204,3016,4,SIGNUP_GOOGLE_AUTH,0,0,76,1,No
